,Name,Qualification,Years_Of_Experience,Speciality_of_doctor,Location,dp_score,npv,consultation_fee
1337,Dr. Gouthami Datta,"BDS, MDS - Conservative Dentistry & Endodontics",8 Years Experience Overall,Dentist,"Kanakpura Road, Bangalore",0,0,₹300
1338,Dr. Pallavi Manju Prasad,BDS,7 Years Experience Overall,Dentist,"Whitefield, Bangalore",0,0,₹350
1339,Dr. Suraiya Taranum,BDS,1 Year Experience Overall,Dentist,"BTM Layout 1st Stage, Bangalore",0,0,₹300
1340,Dr. Anashwar Bhalla,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",13 Years Experience Overall  (8 years as specialist),Dentist,"Nizamuddin East, Delhi",100% ,(173 votes),₹500
1341,Dr. Pooja  Borkar Chakraborty,"BDS, MDS - Periodontics",12 Years Experience Overall  (11 years as specialist),Dentist,"Yelenahalli, Bangalore",100% ,(33 votes),₹200
1342,Dr. Balaji K,"BDS, MDS - Orthodontics",26 Years Experience Overall  (20 years as specialist),Dentist,"Anna Nagar, Chennai",100% ,(117 votes),₹500
1343,Dr. Pradeepti,BDS,13 Years Experience Overall,Dentist,"Wakad, Pune",98% ,(257 votes),₹300
1344,Dr. Khushboo Nikhil Kedia,BDS,14 Years Experience Overall,Dentist,"Mulund West, Mumbai",92% ,(13 votes),₹300
1345,Dr. Sudhakar K,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",9 Years Experience Overall  (2 years as specialist),Dentist,"Manikonda, Hyderabad",100% ,(92 votes),₹300
1346,Dr. Avneesh Kumar,BDS,8 Years Experience Overall,Dentist,"Mayur Vihar, Delhi",0,0,₹400
1347,Dr. Jigar Gala,BDS,17 Years Experience Overall,Dentist,"Andheri West, Mumbai",95% ,(397 votes),₹500
1348,Dr. Namita Karna,"BDS, MDS - Periodontology and Oral Implantology",24 Years Experience Overall  (21 years as specialist),Dentist,"Panchsheel Park, Delhi",0,0,₹1000
1349,Dr. Radhika Parekh Paleja,"BDS, MDS - Prosthodontics",14 Years Experience Overall,Dentist,"Bandra West, Mumbai",100% ,(29 votes),₹1500
1350,Dr. Rupali Wankhede Panpate,BDS,17 Years Experience Overall,Dentist,"Kasturi nagar, Bangalore",98% ,(100 votes),₹400
1351,Dr. Phani Kumar,BDS,29 Years Experience Overall,Dentist,"Secunderabad, Hyderabad",97% ,(546 votes),₹200
1352,Dr. Abisheak,BDS,2 Years Experience Overall,Dentist,"Nungambakkam, Chennai",0,0,₹300
1353,Dr. Nilofer M Currawalla,BDS,14 Years Experience Overall,Dentist,"Colaba, Mumbai",100% ,(12 votes),₹500
1354,Dr. Rasika Ambekar,BDS,5 Years Experience Overall,Dentist,"Bandra West, Mumbai",0,0,₹200
1355,Dr. Navin Pahwa,"BDS, MDS - Periodontics",26 Years Experience Overall  (11 years as specialist),Dentist,"Rohini, Delhi",90% ,(63 votes),₹300
1356,Dr. Samiksha Agarwal,"BDS, MDS - Paedodontics And Preventive Dentistry",6 Years Experience Overall  (5 years as specialist),Dentist,"Kandivali West, Mumbai",0,0,₹300
1357,Dr. Divya Nigam,"MDS - Paedodontics And Preventive Dentistry, BDS",13 Years Experience Overall,Dentist,"Lajpat Nagar, Delhi",97% ,(98 votes),₹500
1358,Dr. Ajith Kadam,"BDS, MDS - Oral Pathology and Oral Microbiology",30 Years Experience Overall  (22 years as specialist),Dentist,"Aundh, Pune",0,0,₹500
1359,Dr. N.K Doctor,BDS,50 Years Experience Overall  (23 years as specialist),Dentist,"Colaba, Mumbai",0,0,₹1000
1360,Dr. Soumya Panchajanya,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall,Dentist,"Yelenahalli, Bangalore",98% ,(50 votes),₹500
1361,Dr. Ekta Narula,BDS,24 Years Experience Overall,Dentist,"New Rajendra Nagar, Delhi",98% ,(137 votes),₹600
1362,Dr. Pratibha Kukreja Pandit,"MDS - Paedodontics And Preventive Dentistry, BDS",12 Years Experience Overall,Dentist,"Shivajinagar, Pune",100% ,(33 votes),₹500
1363,Dr. Rahul Redasani,"BDS, MDS - Periodontics, FICOI",24 Years Experience Overall  (17 years as specialist),Dentist,"Bibvewadi, Pune",98% ,(158 votes),₹300
1364,Dr. Srishti Bhatia,"BDS, MDS - Orthodontics",8 Years Experience Overall  (4 years as specialist),Dentist,"Janakpuri, Delhi",97% ,(73 votes),₹500
1365,Dr. Onkar Jabade,"BDS, MDS - Prosthodontist And Crown Bridge",8 Years Experience Overall,Dentist,"Kasba Peth, Pune",0,0,₹300
1366,Dr. M. Phani Babu,"BDS, MDS - Paedodontics And Preventive Dentistry",17 Years Experience Overall,Dentist,"Adyar, Chennai",95% ,(141 votes),₹500
1367,Dr. Ajay Sharma,"BDS, MDS - Prosthodontics",28 Years Experience Overall,Dentist,"Saket, Delhi",0,0,₹1000
1368,Dr. Medha Gupta,"BDS, MDS - Prosthodontist And Crown Bridge",9 Years Experience Overall,Dentist,"Domlur, Bangalore",100% ,(83 votes),₹500
1369,Dr. Rasleen Ahuja,MDS - Prosthodontics,6 Years Experience Overall,Dentist,"Mayur Vihar Ph-I, Delhi",99% ,(90 votes),₹300
1370,Dr. Pawan sawalakhe,"MDS - Periodontics, BDS",11 Years Experience Overall  (6 years as specialist),Dentist,"Wakad, Pune",97% ,(70 votes),₹200
1371,Dr. Punit Shah,"MDS - Oral & Maxillofacial Surgery, BDS",14 Years Experience Overall,Dentist,"Goregaon East, Mumbai",0,0,₹300
1372,Dr. Prerna Taneja Mathur,"BDS, MDS - Oral Medicine and Radiology, Fellowship in Medical Cosmetology (FMC)",22 Years Experience Overall  (5 years as specialist),Dentist,"Jagriti Enclave, Delhi",96% ,(101 votes),₹500
1373,Dr. Yogesh T Lakkashetty,"BDS, MDS- Oral Pathology",20 Years Experience Overall  (19 years as specialist),Dentist,"Sanjay Nagar, Bangalore",100% ,(492 votes),₹300
1374,Dr. Mohamed Jalal,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",7 Years Experience Overall  (4 years as specialist),Dentist,"Valasaravakkam, Chennai",100% ,(23 votes),₹200
1375,Dr. Sai Anusha Reddy,BDS,9 Years Experience Overall,Dentist,"BTM Layout 2nd Stage, Bangalore",99% ,(71 votes),₹300
1376,Dr. Gargi Patil,"BDS, MDS - Periodontics",16 Years Experience Overall  (12 years as specialist),Dentist,"Pimpri-Chinchwad, Pune",98% ,(43 votes),₹300
1377,Dr. Zeeshan Ladhani,"BDS, MDS - Conservative Dentistry & Endodontics",10 Years Experience Overall,Dentist,"Colaba, Mumbai",100% ,(20 votes),₹500
1378,Dr. Pratik Nayak,BDS,9 Years Experience Overall,Dentist,"Ghatkopar West, Mumbai",80% ,(15 votes),₹100
1379,Dr. Pinky K Dhingra,"BDS, MDS - Paedodontics And Preventive Dentistry",11 Years Experience Overall  (7 years as specialist),Dentist,"Pitampura, Delhi",95% ,(133 votes),₹300
1380,Dr. Gaurav Walia,"BDS, MDS - Conservative Dentistry & Endodontics",21 Years Experience Overall,Dentist,"Sarita Vihar, Delhi",97% ,(408 votes),₹500
1381,Dr. E. Sarath Chandar,BDS,27 Years Experience Overall  (26 years as specialist),Dentist,"Thiruvanmiyur, Chennai",99% ,(533 votes),₹400
1382,Dr. Poonam Dutt,"BDS, MDS - Periodontics",35 Years Experience Overall  (33 years as specialist),Dentist,"Defence Colony, Delhi",97% ,(87 votes),₹800
1383,Dr. Shiva Kumar.P.B,BDS,20 Years Experience Overall,Dentist,"Sahakaranagar, Bangalore",99% ,(802 votes),₹400
1384,Dr. Sarath Chandra,"BDS, MDS - Conservative Dentistry & Endodontics",14 Years Experience Overall,Dentist,"Marathahalli, Bangalore",95% ,(106 votes),₹200
1385,Dr. KR Nagaraj,MDS - Prosthodontics,32 Years Experience Overall  (24 years as specialist),Dentist,"Jayanagar 7 Block, Bangalore",99% ,(213 votes),₹500
1386,Dr. Kiruthika devi,BDS,11 Years Experience Overall,Dentist,"Medavakkam, Chennai",100% ,(42 votes),₹500
1387,Dr. Yashvanth Bethapudi,BDS,12 Years Experience Overall,Dentist,"Ramkoti, Hyderabad",99% ,(933 votes),₹300
1388,Dr. Sudhakar,BDS,23 Years Experience Overall  (22 years as specialist),Dentist,"Royapettah, Chennai",97% ,(240 votes),₹500
1389,Dr. Kunal Janrao,"BDS, MDS - Periodontics",11 Years Experience Overall  (10 years as specialist),Dentist,"Aundh, Pune",97% ,(33 votes),₹299
1390,Dr. M.Sarukruba,BDS,6 Years Experience Overall,Dentist,"Perambur, Chennai",0,0,₹250
1391,Dr. Surendra Kumar Alluri,"MDS - Oral & Maxillofacial Surgery, BDS",27 Years Experience Overall,Dentist,"Kokapet, Hyderabad",99% ,(371 votes),₹500
1392,Dr. Deven Dabholkar,BDS,13 Years Experience Overall,Dentist,"Borivali West, Mumbai",100% ,(14 votes),₹300
1393,Dr. Harini R,BDS,6 Years Experience Overall,Dentist,"Sembakkam, Chennai",0,0,₹100
1394,Dr. Abhishek Ramesh Chauhan,"MDS - Oral & Maxillofacial Surgery, BDS",14 Years Experience Overall  (8 years as specialist),Dentist,"Ghatkopar West, Mumbai",98% ,(45 votes),₹1000
1395,Dr. Ami Sukhija,BDS,13 Years Experience Overall,Dentist,"Andheri West, Mumbai",99% ,(177 votes),₹500
1396,Dr. Dhaval Oswal,"PhD - Orthodontics & Dentofacial Orthopaedics, BDS",14 Years Experience Overall  (9 years as specialist),Dentist,"Bibvewadi, Pune",96% ,(412 votes),₹100
1397,Dr. Samadnya Jawalekar,"BDS, MDS - Prosthodontist And Crown Bridge",11 Years Experience Overall,Dentist,"HSR Layout, Bangalore",100% ,(55 votes),₹500
1398,Dr. K. Divya,BDS,13 Years Experience Overall,Dentist,"Kondapur, Hyderabad",0,0,₹200
1399,Dr. Arun.H  Garg,"BDS, MDS - Oral & Maxillofacial Surgery",37 Years Experience Overall,Dentist,"Chembur East, Mumbai",96% ,(139 votes),₹500
1400,Dr. Meeta Malik,"BDS, MDS - Conservative Dentistry & Endodontics",15 Years Experience Overall,Dentist,"Bandra West, Mumbai",99% ,(288 votes),₹800
1401,Dr. Ishwari Bhirud,"BDS, Diploma in Health Administration",32 Years Experience Overall,Dentist,"Andheri East, Mumbai",96% ,(178 votes),₹500
1402,Dr. Deepa Bullappa,"BDS, MDS - Public Health Dentistry",13 Years Experience Overall,Dentist,"Arekere, Bangalore",98% ,(112 votes),₹200
1403,Dr. Priyam Aditya,"BDS, MDS - Prosthodontics",17 Years Experience Overall  (16 years as specialist),Dentist,"Baner, Pune",100% ,(107 votes),₹500
1404,Dr. Selvakumar Jayaraman,"BDS, MDS - Periodontics",27 Years Experience Overall  (19 years as specialist),Dentist,"Ashok Nagar, Chennai",96% ,(47 votes),₹200
1405,Dr. Amit Majethia,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",12 Years Experience Overall  (7 years as specialist),Dentist,"Ghatkopar East, Mumbai",100% ,(98 votes),₹500
1406,Dr. Ramakrishnan M J,"BDS, MDS - Operative Dentistry, MOMS RCPS",51 Years Experience Overall,Dentist,"Purasawakkam, Chennai",0,0,₹200
1407,Dr. Lahari,"MDS - Public Health Dentistry, BDS",15 Years Experience Overall  (9 years as specialist),Dentist,"HSR Layout, Bangalore",100% ,(21 votes),₹500
1408,Dr. Nilam Lohar,"BDS, MDS - Periodontics",12 Years Experience Overall  (8 years as specialist),Dentist,"Wakad, Pune",100% ,(12 votes),₹300
1409,Dr. Vakta Tanna,BDS,15 Years Experience Overall,Dentist,"Koregaon Park, Pune",100% ,(247 votes),₹300
1410,Dr. Pramila S. Gabhale,BDS,14 Years Experience Overall,Dentist,"Dhanori, Pune",100% ,(15 votes),₹300
1411,Dr. Parikshith H M,"BDS, MDS - Periodontics",6 Years Experience Overall  (1 year as specialist),Dentist,"Whitefield, Bangalore",0,0,₹500
1412,Dr. Shrija Ravulapally,"BDS, MDS - Paedodontics And Preventive Dentistry",12 Years Experience Overall  (4 years as specialist),Dentist,"Gachibowli, Hyderabad",0,0,₹300
1413,Dr. Kirthiga M,"BDS, MDS - Paedodontics And Preventive Dentistry",15 Years Experience Overall  (8 years as specialist),Dentist,"Anna Nagar West, Chennai",100% ,(60 votes),₹300
1414,Dr. Telkhade Mayuri Anil,BDS,7 Years Experience Overall,Dentist,"Navalur, Chennai",0,0,₹200
1415,Dr. Abhijit Bagalkot,BDS,11 Years Experience Overall,Dentist,"Kharadi, Pune",100% ,(43 votes),₹250
1416,Dr. Himanshu Shah,BDS,14 Years Experience Overall,Dentist,"Lamington Road, Mumbai",0,0,₹500
1417,Dr. Amogh Tanwar,"BDS, MDS - Pedodontics",16 Years Experience Overall,Dentist,"Janakpuri, Delhi",99% ,(340 votes),₹800
1418,Dr. Amit Domale,BDS,14 Years Experience Overall,Dentist,"Koregaon Park, Pune",100% ,(230 votes),₹300
1419,Dr. Manreet Sidhu,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",11 Years Experience Overall  (7 years as specialist),Dentist,"Greater Kailash Part 2, Delhi",100% ,(12 votes),₹1000
1420,Dr. Anisha Raj,BDS,4 Years Experience Overall,Dentist,"Amnora Park Town, Pune",100% ,(11 votes),₹200
1421,Dr. Ravi Perika,MDS - Oral Pathology and Oral Microbiology,9 Years Experience Overall  (8 years as specialist),Dentist,"Dilsukhnagar, Hyderabad",100% ,(17 votes),₹200
1422,Dr. Harveen Nakra,BDS,22 Years Experience Overall,Dentist,"Punjabi Bagh, Delhi",99% ,(189 votes),₹500
1423,Dr. Rajesh Shetty,"BDS, MDS - Periodontology and Oral Implantology, Certificate in Cosmetic Dentistry",25 Years Experience Overall  (22 years as specialist),Dentist,"Bandra West, Mumbai",99% ,(435 votes),₹1000
1424,Dr. Aditi Varma Arora,BDS,14 Years Experience Overall,Dentist,"Colaba, Mumbai",100% ,(100 votes),₹800
1425,Dr. Bharathi Priya,BDS,15 Years Experience Overall,Dentist,"Perumbakkam, Chennai",100% ,(77 votes),₹200
1426,Dr. Shalini Pal,BDS,15 Years Experience Overall,Dentist,"Marol, Mumbai",100% ,(37 votes),₹350
1427,Dr. Preetha Peethambar,"BDS, MDS - Pedodontics",20 Years Experience Overall  (19 years as specialist),Dentist,"HSR Layout, Bangalore",100% ,(129 votes),₹600
1428,Dr. Vishu A.Gupta,BDS,15 Years Experience Overall,Dentist,"Aundh, Pune",100% ,(301 votes),₹400
1429,Dr. Gandhali Deshpande,"MDS - Paedodontics And Preventive Dentistry, BDS",8 Years Experience Overall,Dentist,"Baner, Pune",100% ,(20 votes),₹400
1430,Dr. Manu Modi,"BDS, MDS - Prosthodontist And Crown Bridge",27 Years Experience Overall,Dentist,"Ashok Vihar, Delhi",95% ,(992 votes),₹1000
1431,Dr. Rashmi Singh Chauhan,"BDS, MDS - Paedodontics And Preventive Dentistry",17 Years Experience Overall,Dentist,"Baner Road, Pune",93% ,(114 votes),₹500
1432,Dr. Sujith Raj Stephen,"BDS, MDS - Oral & Maxillofacial Surgery",11 Years Experience Overall,Dentist,"Valasaravakkam, Chennai",0,0,₹200
1433,Dr. Jayna Shah,BDS,33 Years Experience Overall,Dentist,"Powai, Mumbai",100% ,(40 votes),₹500
1434,Dr. Shruthy,"BDS, MDS - Periodontics",9 Years Experience Overall,Dentist,"Porur, Chennai",100% ,(22 votes),₹300
1435,Dr. Sandeep Patel,"BDS, MDS - Periodontics",24 Years Experience Overall  (23 years as specialist),Dentist,"Bhandup West, Mumbai",97% ,(179 votes),₹400
1436,Dr. Swetha Mohan,"BDS, MDS - Paedodontics And Preventive Dentistry",14 Years Experience Overall  (9 years as specialist),Dentist,"RT Nagar, Bangalore",96% ,(45 votes),₹500
1437,Dr. Shwetang Goswami,"MDS - Oral & Maxillofacial Surgery, BDS",11 Years Experience Overall,Dentist,"Padmarao Nagar, Hyderabad",95% ,(19 votes),₹500
1438,Dr. Awanti,BDS,19 Years Experience Overall  (18 years as specialist),Dentist,"Wadgaon Sheri, Pune",96% ,(209 votes),₹300
1439,Dr. Akanksha Tokas,"BDS, MDS - Paedodontics And Preventive Dentistry",5 Years Experience Overall,Dentist,"Dwarka, Delhi",100% ,(13 votes),₹500
1440,Dr. Abhishek Poddaturi,MDS - Prosthodontics,7 Years Experience Overall,Dentist,"Manikonda, Hyderabad",100% ,(40 votes),₹300
1441,Dr. Abhishek Modi,"BDS, Fellowship in Oral implantlogy",10 Years Experience Overall  (9 years as specialist),Dentist,"Walkeshwar, Mumbai",100% ,(73 votes),₹500
1442,Dr. Utkarsha Lokesh,"MDS - Oral & Maxillofacial Surgery, Fellowship in Aesthetic Medicine (FAM), BDS",24 Years Experience Overall  (20 years as specialist),Dentist,"Malleswaram, Bangalore",98% ,(546 votes),₹400
1443,Dr. Ida Esther Celina.J,BDS,1 Year Experience Overall,Dentist,"Thoraipakkam, Chennai",0,0,₹200
1444,Dr. Chitralekha Rane,BDS,21 Years Experience Overall  (20 years as specialist),Dentist,"Andheri West, Mumbai",100% ,(35 votes),₹800
1445,Dr. Mihir Parekh,BDS,13 Years Experience Overall,Dentist,"Charni Road, Mumbai",97% ,(148 votes),₹300
1446,Dr. Nithi Rajadhyaksha,"MDS - Paedodontics And Preventive Dentistry, BDS",6 Years Experience Overall,Dentist,"Goregaon, Mumbai",100% ,(37 votes),₹300
1447,Dr. Rahul,BDS,7 Years Experience Overall,Dentist,"Erragadda, Hyderabad",99% ,(106 votes),₹300
1448,Dr. Ritesh,BDS,17 Years Experience Overall,Dentist,"Vasant Kunj, Delhi",99% ,(809 votes),₹500
1449,Dr. John Nesan,"BDS, MDS - Oral & Maxillofacial Surgery",24 Years Experience Overall,Dentist,"Santhome, Chennai",97% ,(311 votes),₹200
1450,Dr. Shoaib Akhai,BDS,13 Years Experience Overall,Dentist,"Lower Parel, Mumbai",0,0,₹300
1451,Dr. Sanket S. Agarkar,"BDS, MDS - Orthodontics",20 Years Experience Overall  (14 years as specialist),Dentist,"Aundh, Pune",96% ,(309 votes),₹500
1452,Dr. Onkar Sawant,BDS,2 Years Experience Overall,Dentist,"Bandra West, Mumbai",0,0,₹200
1453,Dr. Jaswanth Reddy,"BDS, MDS - Conservative Dentistry & Endodontics",16 Years Experience Overall,Dentist,"Marathahalli, Bangalore",96% ,(158 votes),₹350
1454,Dr. Rohit Ravasaheb Kamate,BDS,8 Years Experience Overall  (7 years as specialist),Dentist,"Hinjewadi, Pune",100% ,(27 votes),₹200
1455,Dr. Preeti,"BDS, Post Graduate Diploma in Orthodontics",14 Years Experience Overall  (11 years as specialist),Dentist,"Boduppal, Hyderabad",0,0,₹300
1456,Dr. Samar Mohapatra,BDS,7 Years Experience Overall,Dentist,"Marathahalli, Bangalore",100% ,(12 votes),₹200
1457,Dr. Sameer Raja,"BDS, MDS - Prosthodontist And Crown Bridge",10 Years Experience Overall,Dentist,"Pudupet, Chennai",100% ,(177 votes),₹200
1458,Dr. Sowmya,BDS,18 Years Experience Overall,Dentist,"New BEL Road, Bangalore",98% ,(243 votes),₹300
1459,Dr. Naveen Chauhan,BDS,13 Years Experience Overall,Dentist,"Model Town 1, Delhi",96% ,(142 votes),₹500
1460,Dr. Joicy,BDS,12 Years Experience Overall,Dentist,"Ashok Nagar, Chennai",99% ,(87 votes),₹200
1461,Dr. Jasneet Singh,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",15 Years Experience Overall  (10 years as specialist),Dentist,"Paschim Vihar, Delhi",97% ,(415 votes),₹600
1462,Dr. Durgha Karthikeyan,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",8 Years Experience Overall  (4 years as specialist),Dentist,"Velachery, Chennai",100% ,(81 votes),₹200
1463,Dr. Mukul Purohit,BDS,5 Years Experience Overall,Dentist,"Borivali, Mumbai",0,0,₹300
1464,Dr. Sania Singh,"BDS, MDS - Conservative Dentistry & Endodontics",9 Years Experience Overall  (7 years as specialist),Dentist,"Wanowrie, Pune",99% ,(98 votes),₹200
1465,Dr. S. Ravindra Kumar Jain,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",16 Years Experience Overall  (5 years as specialist),Dentist,"Tambaram East, Chennai",0,0,₹200
1466,Dr. Ritu Sharma,BDS,12 Years Experience Overall,Dentist,"Borivali East, Mumbai",100% ,(113 votes),₹300
1467,Dr. Anirban Chatterjee,"BDS, MDS - Periodontics",29 Years Experience Overall  (26 years as specialist),Dentist,"BTM Layout 2nd Stage, Bangalore",80% ,(25 votes),₹300
1468,Dr. Rajkumar,BDS,14 Years Experience Overall,Dentist,"East Marredpally, Hyderabad",98% ,(119 votes),₹500
1469,Dr. Anisha Kulkarni,BDS,16 Years Experience Overall,Dentist,"Kondhwa, Pune",100% ,(27 votes),₹500
1470,Dr. Veena Shambulinga,BDS,29 Years Experience Overall,Dentist,"HSR Layout, Bangalore",0,0,₹300
1471,Dr. Renu Sharma,BDS,10 Years Experience Overall,Dentist,"Dilshad Garden, Delhi",0,0,₹600
1472,Dr. Reshma Chawla Beriwal,"BDS, MDS - Conservative Dentistry & Endodontics",12 Years Experience Overall  (7 years as specialist),Dentist,"Bandra West, Mumbai",99% ,(68 votes),₹1000
1473,Dr. M.Ramakanth,BDS,4 Years Experience Overall,Dentist,"Miyapur, Hyderabad",0,0,₹300
1474,Dr. T.H.Tharika,BDS,2 Years Experience Overall,Dentist,"Navalur, Chennai",100% ,(44 votes),₹200
1475,Dr. Reshmi Varghese,BDS,4 Years Experience Overall,Dentist,"Swargate, Pune",0,0,₹500
1476,Dr. Priyal Virani,BDS,15 Years Experience Overall,Dentist,"Mulund West, Mumbai",93% ,(30 votes),₹400
1477,Dr. Aakash Sharma,"BDS, MDS - Paedodontics And Preventive Dentistry",10 Years Experience Overall  (9 years as specialist),Dentist,"T Nagar, Chennai",100% ,(21 votes),₹500
1478,Dr. Prasad Rane,"BDS, MDS - Conservative Dentistry ",21 Years Experience Overall,Dentist,"Andheri West, Mumbai",99% ,(735 votes),₹800
1479,Dr. Pummy Chaudhary,BDS,4 Years Experience Overall,Dentist,"Dashrath Puri, Delhi",100% ,(31 votes),₹200
